timestamp,pid,name,user,cpu,memory,threads,create_time
2025-11-08T18:04:21.711511,2220,WhatsApp.exe,LAKSHYA\pc,0,0.69,18,1762624743.6305215
2025-11-08T18:04:21.715313,2240,svchost.exe,,0,0.12,8,1760914777.1733117
2025-11-08T18:04:21.719011,2328,svchost.exe,,0,0.06,5,1760914777.1926289
2025-11-08T18:04:21.739135,2336,svchost.exe,,0,0.01,4,1760914777.1927183
2025-11-08T18:04:21.743401,2344,svchost.exe,,0,0.04,5,1760914777.1928947
2025-11-08T18:04:21.747172,2400,ETDService.exe,,0,0.01,4,1760914777.201826
2025-11-08T18:04:21.750883,2544,svchost.exe,,0,0.05,3,1760914777.3412979
2025-11-08T18:04:21.769852,2572,MemCompression,,0,6.24,570,1760914777.3569098
2025-11-08T18:04:21.774049,2608,igfxCUIService.exe,,0,0.02,2,1760914777.3945136
2025-11-08T18:04:21.777907,2636,Code.exe,LAKSHYA\pc,0,0.87,9,1762624691.075611
2025-11-08T18:04:21.781718,2664,svchost.exe,,0,0.05,3,1760914777.446706
2025-11-08T18:04:21.800734,2672,svchost.exe,,0,0.05,7,1760914777.4469154
2025-11-08T18:04:21.805283,2828,svchost.exe,,0,0.05,10,1760914777.6595445
2025-11-08T18:04:21.809110,2864,svchost.exe,,0,0.04,3,1760914777.9843283
2025-11-08T18:04:21.812830,2868,svchost.exe,,0,0.4,7,1760914777.6838386
2025-11-08T18:04:21.832497,2900,svchost.exe,,0,0.03,4,1760914777.7004783
2025-11-08T18:04:21.836677,2996,svchost.exe,,0,0.06,4,1760914777.8446267
2025-11-08T18:04:21.840485,3000,svchost.exe,,0,0.04,8,1760914777.844627
2025-11-08T18:04:21.844233,3132,svchost.exe,,0,0.05,6,1760914778.0278375
2025-11-08T18:04:21.847913,3168,svchost.exe,,0,0.29,4,1760914778.0981185
2025-11-08T18:04:21.867410,3228,svchost.exe,,0,0.03,4,1760915003.828755
2025-11-08T18:04:21.871294,3252,svchost.exe,LAKSHYA\pc,0,0.14,5,1760915155.7447371
2025-11-08T18:04:21.875051,3292,svchost.exe,,0,0.05,5,1760914778.1648052
2025-11-08T18:04:21.878731,3336,svchost.exe,,0,0.11,15,1760914778.1818087
2025-11-08T18:04:21.895367,3364,svchost.exe,,0,0.06,4,1760914778.1944735
2025-11-08T18:04:21.899653,3420,spoolsv.exe,,0,0.06,8,1760914778.2649677
2025-11-08T18:04:21.903427,3436,svchost.exe,,0,0.17,8,1760914830.1717632
2025-11-08T18:04:21.907191,3452,svchost.exe,,0,0.11,13,1760914778.3299592
2025-11-08T18:04:21.926748,3512,svchost.exe,,0,0.1,9,1760915134.2802627
2025-11-08T18:04:21.930943,3604,svchost.exe,,0,0.36,19,1760914778.63464
2025-11-08T18:04:21.934665,3612,svchost.exe,,0,0.05,6,1760914778.6384485
2025-11-08T18:04:21.938353,3620,svchost.exe,,0,0.02,2,1760914778.6394453
2025-11-08T18:04:21.957564,3636,svchost.exe,,0,0.01,3,1760914778.6396239
2025-11-08T18:04:21.961867,3644,svchost.exe,,0,0.11,7,1760914778.6398325
2025-11-08T18:04:21.965667,3652,svchost.exe,,0,0.1,11,1760914778.640138
2025-11-08T18:04:21.969446,3676,svchost.exe,,0,0.08,13,1760914999.3385584
2025-11-08T18:04:21.989552,3796,RtkAudUService64.exe,,0,0.04,8,1760914778.6648707
2025-11-08T18:04:21.993728,3804,RtkBtManServ.exe,,0,0.03,2,1760914778.665434
2025-11-08T18:04:21.997487,3812,TNSLSNR.EXE,,0,0.03,3,1760914778.6674783
2025-11-08T18:04:22.001291,3820,oracle.exe,,0,0.91,30,1760914778.6689835
2025-11-08T18:04:22.020541,3840,IntelCpHDCPSvc.exe,,0,0.04,4,1760914778.680925
2025-11-08T18:04:22.024939,3848,DAX3API.exe,,0,0.05,5,1760914778.6868088
2025-11-08T18:04:22.029094,3856,LenovoVantageService.exe,,0,0.34,26,1760914778.6891613
2025-11-08T18:04:22.033278,3864,GoogleInputService.exe,,0,0.02,4,1760914778.6960475
2025-11-08T18:04:22.050817,3884,LADMAutoInstallService.exe,,0,0.03,3,1760914778.708743
2025-11-08T18:04:22.055032,3992,svchost.exe,,0,0.03,7,1760914883.413898
2025-11-08T18:04:22.059157,4036,conhost.exe,,0,0.02,4,1760914781.1979065
2025-11-08T18:04:22.063443,4044,mysqld.exe,,0,0.02,3,1760914779.0097
2025-11-08T18:04:22.082144,4048,svchost.exe,,0,0.04,5,1760914779.0186296
2025-11-08T18:04:22.086242,4488,svchost.exe,,0,0.21,4,1762624648.3625605
2025-11-08T18:04:22.090255,4532,python.exe,LAKSHYA\pc,0,0.03,2,1762625060.9661803
2025-11-08T18:04:22.094109,4536,svchost.exe,,0,0.17,5,1760914782.4161074
2025-11-08T18:04:22.113175,4652,chrome.exe,LAKSHYA\pc,0,0.26,13,1762624905.8382401
2025-11-08T18:04:22.117493,4676,backgroundTaskHost.exe,LAKSHYA\pc,0,0.04,6,1761661912.2795825
2025-11-08T18:04:22.121415,4816,chrome.exe,LAKSHYA\pc,0,1.83,44,1762620878.8949468
2025-11-08T18:04:22.125349,4920,msedgewebview2.exe,LAKSHYA\pc,0,0.85,22,1762227974.8481383
2025-11-08T18:04:22.145054,5004,AggregatorHost.exe,,0,0.07,4,1760915069.254254
2025-11-08T18:04:22.149346,5028,DAX3API.exe,,0,0.04,2,1760914781.0504851
2025-11-08T18:04:22.153122,5048,svchost.exe,,0,0.06,2,1760914887.557734
2025-11-08T18:04:22.157070,5088,WidgetService.exe,LAKSHYA\pc,0,0.14,6,1761153269.0933344
2025-11-08T18:04:22.175781,5116,mysqld.exe,,0,0.04,39,1760914781.1649008
2025-11-08T18:04:22.180183,5392,Code.exe,LAKSHYA\pc,0,1.16,29,1762624683.7920537
2025-11-08T18:04:22.183983,5400,svchost.exe,,0,0.04,4,1760914783.383416
2025-11-08T18:04:22.187728,5440,svchost.exe,,0,0.14,6,1760914783.6168427
2025-11-08T18:04:22.206976,5568,Spotify.exe,LAKSHYA\pc,0,1.87,84,1762622677.333924
2025-11-08T18:04:22.211192,5584,svchost.exe,,0,0.09,12,1760915004.0810804
2025-11-08T18:04:22.214945,5596,svchost.exe,,0,0.07,8,1760915003.953514
2025-11-08T18:04:22.218815,5640,ShellHost.exe,LAKSHYA\pc,0,0.07,7,1761994258.0220363
2025-11-08T18:04:22.237627,5644,RuntimeBroker.exe,LAKSHYA\pc,0,0.42,15,1760915243.4649813
2025-11-08T18:04:22.241902,5752,svchost.exe,,0,0.02,6,1760914787.0476856
2025-11-08T18:04:22.245635,5816,svchost.exe,,0,0.14,11,1760915134.1531196
2025-11-08T18:04:22.249336,5908,svchost.exe,,0,0.09,13,1760914999.1015213
2025-11-08T18:04:22.268338,5916,Code.exe,LAKSHYA\pc,0,0.96,27,1762624672.7391214
2025-11-08T18:04:22.273152,6092,svchost.exe,,0,0.02,2,1761412545.7273245
2025-11-08T18:04:22.277004,6320,RuntimeBroker.exe,LAKSHYA\pc,0,0.19,8,1760915243.5984404
2025-11-08T18:04:22.280933,6348,TextInputHost.exe,LAKSHYA\pc,0,0.37,46,1760915246.7438505
2025-11-08T18:04:22.299881,6424,svchost.exe,,0,0.24,22,1760915097.1765628
2025-11-08T18:04:22.303948,6816,backgroundTaskHost.exe,LAKSHYA\pc,0,0.14,5,1762622680.8564556
2025-11-08T18:04:22.308046,7060,msedgewebview2.exe,LAKSHYA\pc,0,0.1,10,1762227974.447693
2025-11-08T18:04:22.311942,7248,svchost.exe,,0,0.01,2,1761381279.0232751
2025-11-08T18:04:22.329600,7316,GoogleInputHandler.exe,LAKSHYA\pc,0,0.02,17,1760915139.5332265
2025-11-08T18:04:22.333873,7392,svchost.exe,LAKSHYA\pc,0,0.18,9,1760915139.8110878
2025-11-08T18:04:22.337781,7400,sihost.exe,LAKSHYA\pc,0,0.32,16,1760915139.821637
2025-11-08T18:04:22.341682,7488,svchost.exe,LAKSHYA\pc,0,0.02,4,1760915139.9261012
2025-11-08T18:04:22.360585,7500,PresentationFontCache.exe,,0,0.02,4,1760915139.9514947
2025-11-08T18:04:22.364692,7528,svchost.exe,LAKSHYA\pc,0,0.23,12,1760915234.9058175
2025-11-08T18:04:22.368532,7552,svchost.exe,LAKSHYA\pc,0,0.23,5,1760915140.0176456
2025-11-08T18:04:22.372394,7560,ETDCtrlHelper.exe,,0,0.02,1,1760915140.029618
2025-11-08T18:04:22.391508,7648,dllhost.exe,LAKSHYA\pc,0,0.11,7,1760915156.7925456
2025-11-08T18:04:22.395820,7728,ETDCtrl.exe,LAKSHYA\pc,0,0.05,13,1760915140.3340456
2025-11-08T18:04:22.399760,8160,ETDTouch.exe,LAKSHYA\pc,0,0.01,2,1760915141.6966076
2025-11-08T18:04:22.403536,8200,svchost.exe,,0,0.04,8,1760915143.785307
2025-11-08T18:04:22.423125,8208,MsMpEng.exe,,0,2.6,40,1761144447.3610623
2025-11-08T18:04:22.427266,8264,explorer.exe,LAKSHYA\pc,0,2.39,126,1760915143.8563764
2025-11-08T18:04:22.431040,8684,svchost.exe,,0,0.07,4,1760915145.1653728
2025-11-08T18:04:22.434896,8784,CrossDeviceResume.exe,LAKSHYA\pc,0,0.08,8,1760915146.4518015
2025-11-08T18:04:22.438782,8824,igfxEM.exe,LAKSHYA\pc,0,0.15,96,1760915147.45038
2025-11-08T18:04:22.459632,8904,UserOOBEBroker.exe,LAKSHYA\pc,0,0.04,1,1760915346.9955583
2025-11-08T18:04:22.463630,8960,ctfmon.exe,LAKSHYA\pc,0,0.19,12,1760915199.4920206
2025-11-08T18:04:22.467546,9156,msedgewebview2.exe,LAKSHYA\pc,0,0.02,21,1761153270.324679
2025-11-08T18:04:22.486027,9200,msedgewebview2.exe,LAKSHYA\pc,0,0.25,23,1762227974.3137853
2025-11-08T18:04:22.490262,9220,svchost.exe,,0,0.43,17,1762624676.26292
2025-11-08T18:04:22.494067,9232,SearchFilterHost.exe,,0,0.11,1,1762624493.876681
2025-11-08T18:04:22.497916,9340,dllhost.exe,LAKSHYA\pc,0,0.02,4,1760915158.835297
2025-11-08T18:04:22.516382,9372,StartMenuExperienceHost.exe,LAKSHYA\pc,0,0.53,14,1760915242.8433275
